trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
2123141,2,248818,Montclair State University,6263,1,6263,122,
2123142,2,248818,Penn Station New York,6274,0,6274,22,
2123143,2,248818,Montclair State University,6283,1,6283,122,
2123144,2,248818,Montclair State University,6291,1,6291,122,
2123145,2,248818,Montclair State University,6293,1,6293,122,
2123146,2,248818,Montclair State University,6297,1,6297,122,
2123147,2,248818,Montclair State University,6299,1,6299,122,
2123148,7,248818,Summit,6317,1,6317,127,
2123149,7,248818,Penn Station New York,6320,0,6320,27,
2123150,7,248818,Penn Station New York,6324,0,6324,27,
2123151,7,248818,Penn Station New York,6328,0,6328,27,
2123152,7,248818,Penn Station New York,6332,0,6332,27,
2123153,7,248818,Summit,6339,1,6339,127,
2123154,7,248818,Summit,6341,1,6341,127,
2123155,7,248818,Summit,6343,1,6343,127,
2123156,7,248818,Summit,6359,1,6359,127,
2123157,7,248818,Penn Station New York,6604,0,6604,27,
2123158,7,248818,Dover,6607,1,6607,127,
2123159,7,248818,Dover,6613,1,6613,127,
2123160,7,248818,Dover,6619,1,6619,127,
2123161,7,248818,Dover,6621,1,6621,127,
2123162,7,248818,Penn Station New York,6624,0,6624,27,
2123163,7,248818,Dover,6625,1,6625,127,
2123164,7,248818,Dover,6631,1,6631,127,
2123165,7,248818,Penn Station New York,6640,0,6640,27,
2123166,7,248818,Dover,6641,1,6641,127,
2123167,7,248818,Penn Station New York,6644,0,6644,27,
2123168,7,248818,Penn Station New York,6648,0,6648,27,
2123169,7,248818,Penn Station New York,6650,0,6650,27,
2123170,7,248818,Dover,6653,1,6653,127,
2123171,7,248818,Penn Station New York,6654,0,6654,27,
2123172,7,248818,Penn Station New York,6656,0,6656,27,
2123173,7,248818,Penn Station New York,6658,0,6658,27,
2123174,7,248818,Dover,6659,1,6659,127,
2123175,7,248818,Penn Station New York,6662,0,6662,27,
2123176,7,248818,Dover,6667,1,6667,127,
2123177,7,248818,Dover,6663,1,6663,127,
2123178,7,248818,Penn Station New York,6666,0,6666,27,
2123179,7,248818,Penn Station New York,6668,0,6668,27,
2123180,7,248818,Penn Station New York,6670,0,6670,27,
2123181,7,248818,Dover,6671,1,6671,127,
2123182,7,248818,Dover,6675,1,6675,127,
2123183,7,248818,Dover,6677,1,6677,127,
2123184,7,248818,Dover,6679,1,6679,127,
2123185,5,248818,Ridgewood,1351,1,1351,105,
2123186,10,248818,Bay Head,4331,1,4331,110,
2123187,9,248818,Trenton Station,3839,1,3839,109,
2123188,9,248818,Trenton Station,3841,1,3841,109,
2123189,9,248818,Trenton Station,3845,1,3845,109,
2123190,10,248818,South Amboy,3509,1,3509,120,
2123194,2,248818,Dover,1001,1,1001,102,
2123195,2,248818,Lake Hopatcong,1011,1,1011,102,
2123196,2,248818,Mount Olive,1055,1,1055,102,
2123197,2,248818,Hoboken,1074,0,1074,2,
2123199,2,248818,Hackettstown,1087,1,1087,102,
2123202,5,248818,Suffern,1155,1,1155,105,
2123203,5,248818,Waldwick,1245,1,1245,105,
2123204,5,248818,Waldwick,1247,1,1247,105,
2123205,5,248818,Waldwick,1249,1,1249,105,
2123206,5,248818,Hoboken,1252,0,1252,5,
2123207,5,248818,Hoboken,1254,0,1254,5,
2123208,5,248818,Hoboken,1174,0,1174,5,
2123209,5,248818,Hoboken,1182,0,1182,5,
2123210,6,248818,Suffern,1117,1,1117,125,
2123211,5,248818,Suffern,1157,1,1157,105,
2123212,5,248818,Suffern,1159,1,1159,105,
2123213,5,248818,Suffern,1161,1,1161,105,
2123214,5,248818,Suffern,1173,1,1173,105,
2123215,5,248818,Suffern,1175,1,1175,105,
2123216,5,248818,Hoboken,1150,0,1150,5,
2123217,5,248818,Hoboken,1152,0,1152,5,
2123218,5,248818,Hoboken,1154,0,1154,5,
2123219,5,248818,Hoboken,1156,0,1156,5,
2123220,5,248818,Hoboken,1160,0,1160,5,
2123221,5,248818,Hoboken,1178,0,1178,5,
2123222,5,248818,Suffern,1147,1,1147,105,
2123223,5,248818,Hoboken,1168,0,1168,5,
2123224,6,248818,Suffern,1171,1,1171,125,
2123225,5,248818,Suffern,1179,1,1179,105,
2123226,5,248818,Hoboken,1184,0,1184,5,
2123227,5,248818,Hoboken,1186,0,1186,5,
2123228,5,248818,Waldwick,1263,1,1263,105,
2123229,5,248818,Hoboken,1264,0,1264,5,
2123230,5,248818,Hoboken,1266,0,1266,5,
2123231,5,248818,Waldwick,1269,1,1269,105,
2123232,5,248818,Waldwick,1271,1,1271,105,
2123233,5,248818,Hoboken,1272,0,1272,5,
2123234,5,248818,Hoboken,1278,0,1278,5,
2123235,5,248818,Ridgewood,1353,1,1353,105,
2123236,2,248818,Montclair State University,6215,1,6215,122,
2123238,9,248818,Jersey Avenue,3709,1,3709,109,
2123240,10,248818,Bay Head,4321,1,4321,110,
2123241,15,248818,High Bridge,5197,1,5197,115,
2123242,9,248818,Jersey Avenue,3721,1,3721,109,
2123243,15,248818,Raritan,5123,1,5123,115,
2123244,15,248818,Raritan,5127,1,5127,115,
2123245,15,248818,Newark Penn Station,5438,0,5438,15,
2123246,9,248818,Penn Station New York,3850,0,3850,9,
2123247,13,248818,Hoboken,1632,0,1632,13,
2123248,13,248818,Spring Valley,1623,1,1623,113,
2123250,13,248818,Spring Valley,1621,1,1621,113,
2123251,13,248818,New Bridge Landing,1653,1,1653,113,
2123252,2,248818,Penn Station New York,6278,0,6278,22,
2123253,2,248818,Penn Station New York,6280,0,6280,22,
2123255,15,248818,Raritan,5415,1,5415,115,
2123256,15,248818,Newark Penn Station,5440,0,5440,15,
2123257,9,248818,Penn Station New York,3154,0,3154,9,
2123258,7,248818,Dover,6627,1,6627,127,
2123259,2,248818,Penn Station New York,6238,0,6238,22,
2123260,10,248818,Bay Head,4383,1,4383,110,
2123261,9,248818,Penn Station New York,3954,0,3954,9,
2123262,7,248818,Summit,6315,1,6315,127,
2123263,7,248818,Dover,6617,1,6617,127,
2123264,15,248818,Penn Station New York,5134,0,5134,15,
2123265,15,248818,Raritan,5121,1,5121,115,
2123266,15,248818,High Bridge,5179,1,5179,115,
2123267,7,248818,Hoboken,0600,0,0600,7,
2123268,9,248818,Penn Station New York,3718,0,3718,9,
2123269,7,248818,Penn Station New York,6628,0,6628,27,
2123271,6,248818,Port Jervis,0043,1,0043,135,
2123272,5,248818,Port Jervis,0045,1,0045,145,
2123273,6,248818,Hoboken,0048,0,0048,35,
2123274,6,248818,Hoboken,0050,0,0050,35,
2123275,6,248818,Port Jervis,0051,1,0051,135,
2123276,6,248818,Hoboken,0052,0,0052,35,
2123277,6,248818,Port Jervis,0053,1,0053,135,
2123278,6,248818,Hoboken,0054,0,0054,35,
2123279,6,248818,Hoboken,0056,0,0056,35,
2123280,6,248818,Port Jervis,0057,1,0057,135,
2123281,6,249107,Hoboken,0058,0,0058,35,
2123282,6,248818,Port Jervis,0061,1,0061,135,
2123283,5,248818,Hoboken,0062,0,0062,45,
2123284,6,248818,Port Jervis,0063,1,0063,135,
2123285,6,248818,Hoboken,0064,0,0064,35,
2123286,6,248818,Port Jervis,0065,1,0065,135,
2123287,5,248818,Hoboken,0068,0,0068,45,
2123288,2,248818,Hoboken,0208,0,0208,2,
2123289,2,248818,Hoboken,0212,0,0212,2,
2123290,2,248818,Hoboken,0262,0,0262,2,
2123291,7,248818,Hoboken,0336,0,0336,7,
2123292,7,248818,Summit,0339,1,0339,107,
2123293,7,248818,Dover,0607,1,0607,107,
2123294,7,248818,Hoboken,0660,0,0660,7,
2123295,7,248818,Dover,0645,1,0645,107,
2123296,7,248818,Dover,0657,1,0657,107,
2123297,7,248818,Dover,0665,1,0665,107,
2123298,7,248818,Hoboken,0674,0,0674,7,
2123299,7,248818,Hoboken,0808,0,0808,7,
2123300,7,248818,Hackettstown,0851,1,0851,107,
2123301,7,248818,Mount Olive,0853,1,0853,107,
2123302,7,248818,Hoboken,0854,0,0854,7,
2123303,7,248818,Hoboken,0858,0,0858,7,
2123304,7,248818,Hackettstown,0871,1,0871,107,
2123305,7,248818,Hackettstown,0877,1,0877,107,
2123306,7,248818,Hoboken,0880,0,0880,7,
2123307,7,248818,Hoboken,0882,0,0882,7,
2123308,7,248818,Hoboken,0884,0,0884,7,
2123309,2,248818,Hoboken,1006,0,1006,2,
2123310,2,248818,Mount Olive,1061,1,1061,102,
2123311,2,248818,Hackettstown,1085,1,1085,102,
2123312,5,248818,Hoboken,1162,0,1162,5,
2123313,5,248818,Suffern,1177,1,1177,105,
2123314,5,248818,Hoboken,1276,0,1276,5,
2123315,13,248818,Hoboken,1602,0,1602,13,
2123316,13,248818,Hoboken,1604,0,1604,13,
2123317,13,248818,Hoboken,1606,0,1606,13,
2123318,13,248818,Spring Valley,1625,1,1625,113,
2123319,13,248818,Spring Valley,1631,1,1631,113,
2123320,13,248818,Spring Valley,1633,1,1633,113,
2123321,13,248818,Hoboken,1634,0,1634,13,
2123322,13,248818,Hoboken,1636,0,1636,13,
2123323,13,248818,Spring Valley,1637,1,1637,113,
2123324,13,248818,Spring Valley,1641,1,1641,113,
2123325,13,248818,Spring Valley,1643,1,1643,113,
2123326,13,248818,Spring Valley,1645,1,1645,113,
2123327,13,248818,Spring Valley,1647,1,1647,113,
2123328,9,248818,Penn Station New York,3700,0,3700,9,
2123329,9,248818,Jersey Avenue,3705,1,3705,109,
2123330,9,248818,Penn Station New York,3716,0,3716,9,
2123331,9,248818,Penn Station New York,3722,0,3722,9,
2123332,9,248818,Penn Station New York,3736,0,3736,9,
2123333,9,248818,Penn Station New York,3810,0,3810,9,
2123334,9,248818,Penn Station New York,3830,0,3830,9,
2123335,9,248818,Penn Station New York,3838,0,3838,9,
