trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
2143027001,17,250046,Meadowlands,"2229",1,2229,117,
2142306,17,249759,Secaucus Junction,"2230",0,2230,17,
2143191,17,249442,Meadowlands,"2231",1,2231,117,
2143758,17,249426,Secaucus Junction,"2232",0,2232,17,
2143052,17,249451,Secaucus Junction,"2232",0,2232,17,
2143733,17,249426,Meadowlands,"2233",1,2233,117,
2143028,17,249451,Meadowlands,"2233",1,2233,117,
2143202001,17,250050,Meadowlands,"2233",1,2233,117,
2143053,17,249451,Secaucus Junction,"2234",0,2234,17,
2143227001,17,250050,Secaucus Junction,"2234",0,2234,17,
2143018001,17,250046,Meadowlands,"2235",1,2235,117,
2142309,17,249759,Secaucus Junction,"2236",0,2236,17,
2143203,17,249442,Meadowlands,"2237",1,2237,117,
2143866,17,249435,Secaucus Junction,"2238",0,2238,17,
2143830,17,249435,Meadowlands,"2239",1,2239,117,
2143867,17,249435,Secaucus Junction,"2240",0,2240,17,
2143204,17,249442,Meadowlands,"2241",1,2241,117,
2143763,17,249426,Secaucus Junction,"2242",0,2242,17,
2143231001,17,250050,Secaucus Junction,"2242",0,2242,17,
2143058,17,249451,Secaucus Junction,"2244",0,2244,17,
2143842,17,249435,Meadowlands,"2245",1,2245,117,
2143205001,17,250050,Meadowlands,"2245",1,2245,117,
2143726,17,249426,Meadowlands,"2247",1,2247,117,
2143766,17,249426,Secaucus Junction,"2248",0,2248,17,
2143737,17,249426,Meadowlands,"2249",1,2249,117,
2143032001,17,250046,Meadowlands,"2249",1,2249,117,
2143284,17,249442,Secaucus Junction,"2250",0,2250,17,
2143110001,17,250046,Secaucus Junction,"2250",0,2250,17,
2143022,17,249451,Meadowlands,"2251",1,2251,117,
2143743,17,249426,Secaucus Junction,"2252",0,2252,17,
2142292,17,249759,Secaucus Junction,"2252",0,2252,17,
2143212,17,249442,Secaucus Junction,"2254",0,2254,17,
2142293,17,249759,Secaucus Junction,"2254",0,2254,17,
2142140,9,249759,Penn Station New York,"8734",0,8734,9,
2142102,9,249759,Newark Penn Station,"8735",1,8735,109,
2142966,9,250046,Newark Penn Station,"8735",1,8735,109,
2143598,9,250050,Newark Penn Station,"8735",1,8735,109,
2144040001,9,249442,Penn Station New York,"8736",0,8736,9,
2144137,9,249451,Penn Station New York,"8736",0,8736,9,
2142965,9,250046,Penn Station New York,"8736",0,8736,9,
2143597,9,250050,Penn Station New York,"8736",0,8736,9,
2142964,9,250046,Secaucus Station,"8737",1,8737,109,
2143596,9,250050,Secaucus Station,"8737",1,8737,109,
2142963,9,250046,Penn Station New York,"8738",0,8738,9,
2143595,9,250050,Penn Station New York,"8738",0,8738,9,
2142118,9,249759,Secaucus Station,"8739",1,8739,109,
2143594,9,250050,Secaucus Station,"8739",1,8739,109,
2142120,9,249759,Newark Penn Station,"8741",1,8741,109,
2143593,9,250050,Newark Penn Station,"8741",1,8741,109,
2142167,9,249759,Penn Station New York,"8742",0,8742,9,
2143592,9,250050,Penn Station New York,"8742",0,8742,9,
2142435,9,249426,Secaucus Station,"8743",1,8743,109,
2144059,9,249451,Secaucus Station,"8743",1,8743,109,
2136568,9,249426,Secaucus Station,"8745",1,8745,109,
2142959,9,250046,Penn Station New York,"8748",0,8748,9,
2142168,9,249759,Penn Station New York,"8750",0,8750,9,
2143590,9,250050,Penn Station New York,"8750",0,8750,9,
2143589,9,250050,Secaucus Station,"8751",1,8751,109,
2142956,9,250046,Secaucus Station,"8753",1,8753,109,
2143587,9,250050,Penn Station New York,"8754",0,8754,9,
2142954,9,250046,Secaucus Station,"8755",1,8755,9,
2144024,9,249426,Newark Penn Station,"8757",1,8757,109,
2142953,9,250046,Secaucus Station,"8757",1,8757,9,
2142218,9,249759,Penn Station New York,"8758",0,8758,9,
2142151,9,249759,Newark Penn Station,"8759",1,8759,9,
2144912,9,250046,Penn Station New York,"8760",0,8760,9,
2142950,9,250046,Secaucus Station,"8761",1,8761,9,
2142949,9,250046,Newark Penn Station,"8763",1,8763,9,
2142149,9,249759,Secaucus Station,"8765",1,8765,9,
2142153,9,249759,Newark Penn Station,"8767",1,8767,9,
2143518,9,250050,Newark Penn Station,"8767",1,8767,9,
2142938,9,249435,Penn Station New York,"8772",0,8772,9,
2144150,9,249426,Penn Station New York,"8780",0,8780,9,
2144152,9,249426,Penn Station New York,"8782",0,8782,9,
2144818,9,249451,Penn Station New York,"8790",0,8790,9,
2136515,9,249451,Secaucus Station,"8791",1,8791,109,
2143668,9,249435,Penn Station New York,"8800",0,8800,9,
2137387,9,249563,Trenton Station,"8803",1,8803,109,
2134993,9,249359,Penn Station New York,"8810",0,8810,9,
2134757,9,249361,Penn Station New York,"8816",0,8816,9,
2134838,9,249356,Trenton Station,"8829",1,8829,109,
2134758,9,249361,Trenton Station,"8841",1,8841,109,
